brand,market,appliance_type,code,meaning,component,cause_category,severity,rank,rank_basis,title,steps,diy_difficulty,source_url
Samsung,US,dryer,C80,The exhaust vent is roughly eighty percent blocked.,exhaust vent,ventilation,degraded,1.0,manufacturer_first,Clean filter and vent,"Clean the lint filter and the exhaust vent, then rerun the cycle.",easy,https://www.samsung.com/us/support/troubleshoot/TSG10001006/
Samsung,US,dryer,C90,The exhaust vent is more than ninety percent blocked.,exhaust vent,ventilation,stop_failure,1.0,manufacturer_first,Clean filter and vent,Clean the lint filter and the exhaust vent thoroughly — the vent is more than ninety percent blocked — then rerun the cycle.,moderate,https://www.samsung.com/us/support/troubleshoot/TSG10001006/
Samsung,US,dryer,CLG,The exhaust vent is clogged.,exhaust vent,ventilation,degraded,1.0,manufacturer_first,Clean filter and vent,"Clean the lint filter and the exhaust vent, then rerun the cycle.",easy,https://www.samsung.com/us/support/troubleshoot/TSG10001006/
Samsung,US,dryer,CT,The ambient temperature is outside the operating range.,temperature regulation,temperature,informational,1.0,manufacturer_first,Let the dryer acclimate,Wait about an hour with the dryer at room temperature before restarting.,easy,https://www.samsung.com/us/support/troubleshoot/TSG10001006/
Samsung,US,dryer,DC,"A fault was detected with the door, latch, or door sensor.",door assembly,door_lock,degraded,1.0,manufacturer_first,Secure the door,"Check the latch is intact, remove anything caught in the door, and close it until it latches fully.",easy,https://www.samsung.com/us/support/troubleshoot/TSG10001006/
Samsung,US,dryer,FC,The power-source frequency is invalid.,power supply,power,degraded,1.0,manufacturer_first,Restart the cycle,"Restart the cycle; if the frequency error remains, contact support.",easy,https://www.samsung.com/us/support/troubleshoot/TSG10001006/
Samsung,US,dryer,HC,The dryer is overheating.,heating element,heating,stop_failure,1.0,manufacturer_first,Clean lint and check voltage,Clean the lint screen and vent system; on electric models have an electrician confirm the supply voltage if overheating persists.,easy,https://www.samsung.com/us/support/troubleshoot/TSG10001006/
Samsung,US,dryer,HC,The dryer is overheating.,heating element,heating,stop_failure,2.0,cost_ascending,Replace the heating element,"If airflow is clear and overheating returns, disconnect power and replace the heating element.",advanced,https://www.samsung.com/us/support/troubleshoot/TSG10001006/
Samsung,US,dryer,HC2,A gas-ignition fault was detected on gas models.,gas igniter,gas,stop_failure,1.0,manufacturer_first,Reset then service,"Power off for two to three minutes and restart; if the gas-ignition error returns, request service.",moderate,https://www.samsung.com/us/support/troubleshoot/TSG10001006/
Samsung,US,dryer,OD,The load did not dry within the expected time.,moisture sensor,sensor,degraded,1.0,manufacturer_first,Reset and retry,Power off for two to three minutes and restart the cycle; consult the manual and request service if it returns.,easy,https://www.samsung.com/us/support/troubleshoot/TSG10001006/
Samsung,US,dryer,TS,The temperature-sensing circuit reported a fault.,temperature sensor,sensor,degraded,1.0,manufacturer_first,Clean the lint screen and vent,"Clean the lint screen, the vent system, or both — trapped heat is the most common cause; contact support if the error continues.",easy,https://www.samsung.com/us/support/troubleshoot/TSG10001006/
Samsung,US,refrigerator,21E,The freezer fan is not rotating as sensed by the control.,freezer fan,fan,degraded,1.0,manufacturer_first,Defrost or request service,"Ensure the freezer is not overpacked and the door gaskets seal fully; defrost the unit if you wish, otherwise request service.",moderate,https://www.samsung.com/us/support/troubleshoot/TSG10007315/
Samsung,US,refrigerator,22E,"The fridge fan is faulty, sometimes following a door left open.",fridge fan,fan,degraded,1.0,manufacturer_first,Defrost the fridge fan,"Unplug the refrigerator and leave the doors open for a few hours, then plug it back in; request service if the error returns.",easy,https://www.samsung.com/us/support/troubleshoot/TSG10007315/
Samsung,US,refrigerator,33E,The ice-pipe heater reported a fault.,ice pipe heater,ice_maker,degraded,1.0,manufacturer_first,Request professional service,Samsung directs this ice-pipe heater fault to service; contact the Support Center.,professional_only,https://www.samsung.com/us/support/troubleshoot/TSG10007315/
Samsung,US,refrigerator,39E,The ice-maker function reported a fault.,ice maker,ice_maker,degraded,1.0,manufacturer_first,Request professional service,Samsung directs this ice-maker function fault to service; contact the Support Center.,professional_only,https://www.samsung.com/us/support/troubleshoot/TSG10007315/
Samsung,US,refrigerator,40E,The ice-room fan reported a fault.,ice room fan,fan,degraded,1.0,manufacturer_first,Request professional service,Samsung directs this ice-room fan fault to service; contact the Support Center.,professional_only,https://www.samsung.com/us/support/troubleshoot/TSG10007315/
Samsung,US,refrigerator,5E,The fridge defrost sensor reported a fault.,defrost sensor,sensor,degraded,1.0,manufacturer_first,Request professional service,Samsung directs this defrost-sensor fault to service; contact the Support Center.,professional_only,https://www.samsung.com/us/support/troubleshoot/TSG10007315/
Samsung,US,refrigerator,76C,Water was detected in the autofill compartment.,autofill assembly,leak,degraded,1.0,manufacturer_first,Inspect the autofill pitcher,Follow the autofill leak guidance: remove and inspect the autofill compartment for water and dry it out.,easy,https://www.samsung.com/us/support/troubleshoot/TSG10007315/
Samsung,US,refrigerator,83E,The compressor drew abnormal current.,compressor,compressor,stop_failure,1.0,manufacturer_first,Power-cycle at the breaker,"Unplug or switch off the breaker for sixty seconds, then restore power; request service if the code returns.",easy,https://www.samsung.com/us/support/troubleshoot/TSG10007315/
Samsung,US,refrigerator,84C,The compressor is locked.,compressor,compressor,stop_failure,1.0,manufacturer_first,Request professional service,Samsung directs the compressor-lock fault to service; contact the Support Center.,professional_only,https://www.samsung.com/us/support/troubleshoot/TSG10007315/
Samsung,US,refrigerator,85C,Low voltage was detected at the power source.,power supply,power,degraded,1.0,manufacturer_first,Clear the voltage notice,Press OK for three seconds to clear; the code is harmless and typically follows a brief outage.,easy,https://www.samsung.com/us/support/troubleshoot/TSG10007315/
Samsung,US,refrigerator,85E,The compressor experienced an undervoltage (brown-out) condition.,compressor,compressor,stop_failure,1.0,manufacturer_first,Power-cycle at the breaker,"Unplug or switch off the breaker for sixty seconds, then restore power; request service if the code returns.",easy,https://www.samsung.com/us/support/troubleshoot/TSG10007315/
Samsung,US,refrigerator,86E,The compressor experienced an overvoltage (surge) condition.,compressor,compressor,stop_failure,1.0,manufacturer_first,Power-cycle at the breaker,"Unplug or switch off the breaker for sixty seconds, then restore power; request service if the code returns.",easy,https://www.samsung.com/us/support/troubleshoot/TSG10007315/
Samsung,US,refrigerator,8E,The freezer ice-maker sensor reported a fault.,ice maker sensor,ice_maker,degraded,1.0,manufacturer_first,Request professional service,Samsung directs this ice-maker sensor fault to service; contact the Support Center.,professional_only,https://www.samsung.com/us/support/troubleshoot/TSG10007315/
Samsung,US,refrigerator,PCER,A communication fault occurred between internal components.,control board,communication,degraded,1.0,manufacturer_first,Reseat the door harness,"Unplug the unit, disconnect and reconnect the wire harness above the door, then restore power; request service if the error returns.",moderate,https://www.samsung.com/us/support/troubleshoot/TSG10007315/
Samsung,UK,washer,11E,A low water level was detected during operation.,water level sensor,water_supply,degraded,1.0,manufacturer_first,Check hose and leaks,Verify the drain hose position and inspect for leaks.,easy,https://www.samsung.com/uk/support/home-appliances/what-do-the-codes-on-my-washing-machine-mean/
Samsung,UK,washer,12E,A control-panel button fault was detected.,control panel,control_board,degraded,1.0,manufacturer_first,Clean the buttons,Clean the control buttons with a dampened cloth.,easy,https://www.samsung.com/uk/support/home-appliances/what-do-the-codes-on-my-washing-machine-mean/
Samsung,UK,washer,13E,A signal communication fault was detected.,control board,communication,degraded,1.0,manufacturer_first,Power-cycle and wait,"Wait briefly or power-cycle, then restart the programme.",easy,https://www.samsung.com/uk/support/home-appliances/what-do-the-codes-on-my-washing-machine-mean/
Samsung,UK,washer,1C,The water-level sensor reported a fault.,water level sensor,sensor,degraded,1.0,manufacturer_first,Power-cycle the washer,"Switch off for one minute, then restart the programme.",easy,https://www.samsung.com/uk/support/home-appliances/what-do-the-codes-on-my-washing-machine-mean/
Samsung,US,washer,1C,The water-level sensor or leak detection reported a fault.,water level sensor,sensor,degraded,1.0,manufacturer_first,Check for leaks and suds,Inspect hoses for kinks and leaks and run an empty cycle to confirm no excess suds are present.,easy,https://www.samsung.com/us/support/troubleshoot/TSG10000997/
Samsung,UK,washer,3C,A drive-motor fault was detected.,drive motor,motor,stop_failure,1.0,manufacturer_first,Power-cycle the washer,"Switch off for one minute, then restart the programme; request service if the motor fault returns.",easy,https://www.samsung.com/uk/support/home-appliances/what-do-the-codes-on-my-washing-machine-mean/
Samsung,US,washer,3C,A drive-motor fault was detected.,drive motor,motor,stop_failure,1.0,manufacturer_first,Reset then service,"Power off for two to three minutes and restart; if the motor fault returns, request service.",moderate,https://www.samsung.com/us/support/troubleshoot/TSG10000997/
Samsung,UK,washer,3CP,An electronic control fault was detected.,control board,control_board,degraded,1.0,manufacturer_first,Restart the cycle,Restart the cycle; request service if the control fault returns.,easy,https://www.samsung.com/uk/support/home-appliances/what-do-the-codes-on-my-washing-machine-mean/
Samsung,UK,washer,4C,The washer is not receiving water correctly during fill.,water inlet valve,water_supply,stop_failure,1.0,manufacturer_first,Restore the water supply,"Open the tap fully, confirm supply pressure is within 0.5 to 8 bar, clean the mesh filter, and check the hose for kinks.",easy,https://www.samsung.com/uk/support/home-appliances/what-do-the-codes-on-my-washing-machine-mean/
Samsung,US,washer,4C,The washer is not receiving water correctly during fill.,water inlet valve,water_supply,stop_failure,1.0,manufacturer_first,Restore the water supply,"Confirm the hoses are connected without kinks, open the supply valves fully, seat the drain hose correctly, and power-cycle for one minute.",easy,https://www.samsung.com/us/support/troubleshoot/TSG10000997/
Samsung,US,washer,4C2,"The cold supply line is running unexpectedly hot, indicating reversed hoses.",supply hoses,water_supply,degraded,,,,,,https://www.samsung.com/us/support/troubleshoot/TSG10000997/
Samsung,UK,washer,4C2,"The incoming water is running hot, indicating a hot-tap connection.",supply hoses,water_supply,degraded,1.0,manufacturer_first,Connect to the cold supply,"Ensure the inlet hose is connected to the cold (blue) tap, not the hot supply.",easy,https://www.samsung.com/uk/support/home-appliances/what-do-the-codes-on-my-washing-machine-mean/
Samsung,UK,washer,5C,The washer cannot drain the water away.,drain pump,drainage,stop_failure,1.0,manufacturer_first,Clear the drain,"Empty via the emergency drain hose, clean the pump filter, and check the drain hose for blockages or kinks.",easy,https://www.samsung.com/uk/support/home-appliances/what-do-the-codes-on-my-washing-machine-mean/
Samsung,US,washer,5C,"Water is not leaving the tub at the expected rate, or at all.",drain pump,drainage,stop_failure,1.0,manufacturer_first,Clear the drain path,"Check the drain hose and drain filter for clogs or kinks, clear them, then restart the cycle.",easy,https://www.samsung.com/us/support/troubleshoot/TSG10000997/
Samsung,US,washer,5C,"Water is not leaving the tub at the expected rate, or at all.",drain pump,drainage,stop_failure,2.0,cost_ascending,Replace the drain pump,"If the drain path is clear and the code returns, disconnect power and water, open the lower access panel, and replace the drain pump (the component Samsung attributes to this code).",moderate,https://www.samsung.com/us/support/troubleshoot/TSG10000997/
Samsung,UK,washer,6E,The water heater is malfunctioning.,heating element,heating,stop_failure,1.0,manufacturer_first,Request professional service,Samsung directs water-heater faults to the Service Centre.,professional_only,https://www.samsung.com/uk/support/home-appliances/what-do-the-codes-on-my-washing-machine-mean/
Samsung,US,washer,8C,The vibration (MEMS) sensor reported a fault.,vibration sensor,sensor,degraded,,,,,,https://www.samsung.com/us/support/troubleshoot/TSG10000997/
Samsung,UK,washer,8C,The vibration (MEMS) sensor reported a fault.,vibration sensor,sensor,degraded,1.0,manufacturer_first,Power-cycle the washer,Power off and restart the cycle.,easy,https://www.samsung.com/uk/support/home-appliances/what-do-the-codes-on-my-washing-machine-mean/
Samsung,US,washer,9C1,An irregularity was detected in the supply voltage.,power supply,power,stop_failure,,,,,,https://www.samsung.com/us/support/troubleshoot/TSG10000997/
Samsung,UK,washer,9C1,Low supply voltage was detected.,power supply,power,degraded,1.0,manufacturer_first,Check the power supply,Verify the power supply and plug connection deliver stable voltage.,moderate,https://www.samsung.com/uk/support/home-appliances/what-do-the-codes-on-my-washing-machine-mean/
Samsung,US,washer,AC,A communication fault occurred between electronic modules.,control board,communication,degraded,,,,,,https://www.samsung.com/us/support/troubleshoot/TSG10000997/
Samsung,UK,washer,CB,The washer is running a calibration cycle.,control system,informational,informational,1.0,manufacturer_first,Let calibration finish,Verify the cold water supply and allow the calibration cycle to complete.,easy,https://www.samsung.com/uk/support/home-appliances/what-do-the-codes-on-my-washing-machine-mean/
Samsung,UK,washer,DC,The door is not fully closed or something is trapped in it.,door lock assembly,door_lock,stop_failure,1.0,manufacturer_first,Secure the door,Ensure the door is fully closed with nothing trapped in it.,easy,https://www.samsung.com/uk/support/home-appliances/what-do-the-codes-on-my-washing-machine-mean/
Samsung,US,washer,DC,The door is not closed and locked.,door lock assembly,door_lock,stop_failure,1.0,manufacturer_first,Secure the door,"Confirm the latch is intact, clear anything caught in the door, and close it firmly until it locks.",easy,https://www.samsung.com/us/support/troubleshoot/TSG10000997/
Samsung,US,washer,DC,The door is not closed and locked.,door lock assembly,door_lock,stop_failure,2.0,cost_ascending,Replace the door lock,"If the latch is intact and the door still reads open, disconnect power and replace the door lock switch assembly.",advanced,https://www.samsung.com/us/support/troubleshoot/TSG10000997/
Samsung,UK,washer,DDC,The AddWash door was opened without pausing the cycle.,add door,door_lock,degraded,1.0,manufacturer_first,Close and resume,Close the AddWash door and press Start/Pause to resume.,easy,https://www.samsung.com/uk/support/home-appliances/what-do-the-codes-on-my-washing-machine-mean/
Samsung,UK,washer,DE2,The on/off switch reported a fault.,power switch,power,degraded,1.0,manufacturer_first,Rest and retry,"Power off, wait five minutes, and try again.",easy,https://www.samsung.com/uk/support/home-appliances/what-do-the-codes-on-my-washing-machine-mean/
Samsung,UK,washer,E3,"An overflow condition was detected, often from excess detergent.",drainage system,suds,degraded,1.0,manufacturer_first,Reduce detergent and reset,"Use less detergent, then power-cycle and restart.",easy,https://www.samsung.com/uk/support/home-appliances/what-do-the-codes-on-my-washing-machine-mean/
Samsung,UK,washer,E4,An unbalanced load was detected.,drum suspension,unbalanced,degraded,1.0,manufacturer_first,Rebalance the load,"Redistribute the laundry, or add items to balance a small load.",easy,https://www.samsung.com/uk/support/home-appliances/what-do-the-codes-on-my-washing-machine-mean/
Samsung,UK,washer,EA,A motor fault was detected.,drive motor,motor,stop_failure,1.0,manufacturer_first,Power-cycle the washer,"Switch off for one minute, then restart the programme.",easy,https://www.samsung.com/uk/support/home-appliances/what-do-the-codes-on-my-washing-machine-mean/
Samsung,UK,washer,EC,The temperature sensor is reading incorrectly.,temperature sensor,sensor,degraded,1.0,manufacturer_first,Power-cycle the washer,"Switch off for one minute, then restart the programme.",easy,https://www.samsung.com/uk/support/home-appliances/what-do-the-codes-on-my-washing-machine-mean/
Samsung,UK,washer,FE,A fan fault was detected on washer-dryer models.,fan,fan,degraded,1.0,manufacturer_first,Request professional service,Samsung directs fan faults to the Service Centre.,professional_only,https://www.samsung.com/uk/support/home-appliances/what-do-the-codes-on-my-washing-machine-mean/
Samsung,US,washer,HC,The heating circuit is out of range.,heating element,heating,degraded,1.0,manufacturer_first,Basic reset,"Power off for two to three minutes, power on, and restart the cycle; contact support if it persists.",easy,https://www.samsung.com/us/support/troubleshoot/TSG10000997/
Samsung,UK,washer,HE2,The dryer heater overheated and shut down for safety.,dryer heater,heating,stop_failure,1.0,manufacturer_first,Request professional service,The dryer heater shut down for safety; contact the Service Centre.,professional_only,https://www.samsung.com/uk/support/home-appliances/what-do-the-codes-on-my-washing-machine-mean/
Samsung,UK,washer,HE3,The steam function is malfunctioning.,steam generator,heating,degraded,1.0,manufacturer_first,Request professional service,Samsung directs steam-function faults to the Service Centre.,professional_only,https://www.samsung.com/uk/support/home-appliances/what-do-the-codes-on-my-washing-machine-mean/
Samsung,UK,washer,HOT,The appliance is hot and the fan is running until it cools.,temperature regulation,informational,informational,1.0,manufacturer_first,Let it cool,Not a fault: the fan runs until the appliance cools to about 55 degrees Celsius.,easy,https://www.samsung.com/uk/support/home-appliances/what-do-the-codes-on-my-washing-machine-mean/
Samsung,US,washer,OC,The water level rose above the permitted maximum.,water level sensor,water_supply,stop_failure,1.0,manufacturer_first,Address the overflow,Follow the drainage checks to remove excess water and inspect for a stuck water valve or level sensor.,moderate,https://www.samsung.com/us/support/troubleshoot/TSG10000997/
Samsung,US,washer,PC,A clutch-position fault was detected.,clutch,motor,degraded,,,,,,https://www.samsung.com/us/support/troubleshoot/TSG10000997/
Samsung,UK,washer,PLO,A power fault was detected at the socket or fuse.,power supply,power,degraded,1.0,manufacturer_first,Check socket and fuse,"Power-cycle, check the socket, and replace the plug fuse if needed.",moderate,https://www.samsung.com/uk/support/home-appliances/what-do-the-codes-on-my-washing-machine-mean/
Samsung,US,washer,SDC,The detergent drawer is not fully closed.,detergent drawer,dispenser,degraded,,,,,,https://www.samsung.com/us/support/troubleshoot/TSG10000997/
Samsung,US,washer,SUD,Excess suds were detected and the cycle paused to clear the foam.,detergent system,suds,degraded,1.0,manufacturer_first,Clear the suds,"Run an empty cycle with no additives until the suds clear, then reduce detergent going forward.",easy,https://www.samsung.com/us/support/troubleshoot/TSG10000997/
Samsung,US,washer,TE,A temperature-sensor fault was detected.,temperature sensor,sensor,degraded,,,,,,https://www.samsung.com/us/support/troubleshoot/TSG10000997/
Samsung,US,washer,UB,The load is unbalanced and the drum cannot spin safely.,drum suspension,unbalanced,degraded,1.0,manufacturer_first,Rebalance the load,"Untangle and redistribute the laundry evenly in the tub, close the door, and restart.",easy,https://www.samsung.com/us/support/troubleshoot/TSG10000997/
Samsung,UK,washer,UC,Voltage fluctuation was detected in the supply.,power supply,power,degraded,1.0,manufacturer_first,Stabilize the supply,Connect directly to a wall socket without extension cables and verify the supply.,easy,https://www.samsung.com/uk/support/home-appliances/what-do-the-codes-on-my-washing-machine-mean/
Whirlpool,US,dryer,AF,Airflow through the venting system is restricted.,exhaust vent,ventilation,degraded,1.0,manufacturer_first,Clear the vent,"Check the lint screen and vent for blockages, and straighten any crushed or kinked duct sections.",easy,https://www.appliancecodehub.com/whirlpool/dryer/
Whirlpool,US,dryer,F01,The primary control board failed.,control board,control_board,stop_failure,1.0,manufacturer_first,Request professional service,Whirlpool directs F-series control faults to service; the primary control board has failed.,professional_only,https://www.appliancecodehub.com/whirlpool/dryer/
Whirlpool,US,dryer,F02,The keypad or user interface failed.,keypad,control_board,degraded,1.0,manufacturer_first,Request professional service,Whirlpool directs F-series control faults to service; the keypad or user interface has failed.,professional_only,https://www.appliancecodehub.com/whirlpool/dryer/
Whirlpool,US,dryer,F06,A door lock fault was detected.,door lock,door_lock,degraded,1.0,manufacturer_first,Request professional service,Whirlpool directs F-series faults to service; have the door lock diagnosed.,professional_only,https://www.appliancecodehub.com/whirlpool/dryer/
Whirlpool,US,dryer,F20,A heating element fault was detected.,heating element,heating,stop_failure,1.0,manufacturer_first,Request professional service,Whirlpool directs F-series faults to service; have the heating element diagnosed.,professional_only,https://www.appliancecodehub.com/whirlpool/dryer/
Whirlpool,US,dryer,F24,A communication fault was detected.,control board,communication,degraded,1.0,manufacturer_first,Request professional service,Whirlpool directs F-series faults to service; have the control communication diagnosed.,professional_only,https://www.appliancecodehub.com/whirlpool/dryer/
Whirlpool,US,dryer,F25,A communication fault was detected.,control board,communication,degraded,1.0,manufacturer_first,Request professional service,Whirlpool directs F-series faults to service; have the control communication diagnosed.,professional_only,https://www.appliancecodehub.com/whirlpool/dryer/
Whirlpool,US,dryer,F26,A motor drive fault was detected.,drive motor,motor,stop_failure,1.0,manufacturer_first,Request professional service,Whirlpool directs F-series faults to service; have the motor drive diagnosed.,professional_only,https://www.appliancecodehub.com/whirlpool/dryer/
Whirlpool,US,dryer,F29,A moisture sensor fault was detected.,moisture sensor,sensor,degraded,1.0,manufacturer_first,Request professional service,Whirlpool directs F-series faults to service; have the moisture sensor diagnosed.,professional_only,https://www.appliancecodehub.com/whirlpool/dryer/
Whirlpool,US,dryer,F30,Airflow is restricted in the venting system.,exhaust vent,ventilation,degraded,1.0,manufacturer_first,Clear the vent,"Check the lint screen and vent for blockages, and straighten any crushed or kinked duct sections.",easy,https://www.appliancecodehub.com/whirlpool/dryer/
Whirlpool,US,dryer,F31,Low or no line voltage was detected.,power supply,power,stop_failure,1.0,manufacturer_first,Check the power supply,Verify the home power supply and breaker deliver correct voltage to the dryer; low line voltage keeps the heater from turning on.,moderate,https://www.appliancecodehub.com/whirlpool/dryer/
Whirlpool,US,dryer,PF,A power failure interrupted the drying cycle.,control board,power,informational,1.0,manufacturer_first,Restart after the outage,"Restart the drying cycle, or press Power to clear the display.",easy,https://www.appliancecodehub.com/whirlpool/dryer/
Whirlpool,US,oven_range,CAL,The oven calibration mode is active.,control system,informational,informational,1.0,manufacturer_first,Exit calibration mode,Follow the owner's manual calibration procedure to exit the mode.,easy,https://producthelp.whirlpool.com/Cooking/Wall_Ovens_and_Ranges/Product_Info/Oven_Product_Assistance/Error_Codes_for_Cooking_Appliances
Whirlpool,US,oven_range,F0E0,The electronic oven control cannot identify the type of fault that occurred.,electronic control,control_board,degraded,1.0,manufacturer_first,Power-cycle the range,"Switch the breaker off for one minute, restore power, and monitor for one minute; request service if the code returns.",easy,https://producthelp.whirlpool.com/Cooking/Wall_Ovens_and_Ranges/Ranges/Error_Codes
Whirlpool,US,oven_range,F1,"A fault involving the oven temperature sensor, the control, or their wiring was detected.",oven temperature sensor,sensor,degraded,1.0,manufacturer_first,Power-cycle then service,"Switch the breaker off for one minute and restore power; if the sensor code returns, service the sensor, control, or wiring.",moderate,https://producthelp.whirlpool.com/Cooking/Wall_Ovens_and_Ranges/Ranges/Error_Codes
Whirlpool,US,oven_range,F2E1,"A fault involving the user interface or keypad, the control, or their wiring was detected.",keypad,control_board,degraded,1.0,manufacturer_first,Power-cycle then service,"Switch the breaker off for one minute and restore power; if the keypad code returns, service the interface, control, or wiring.",moderate,https://producthelp.whirlpool.com/Cooking/Wall_Ovens_and_Ranges/Ranges/Error_Codes
Whirlpool,US,oven_range,F3E0,"A fault involving the oven temperature sensor, the control, or their wiring was detected.",oven temperature sensor,sensor,degraded,1.0,manufacturer_first,Power-cycle then service,"Switch the breaker off for one minute and restore power; if the sensor code returns, service the sensor, control, or wiring.",moderate,https://producthelp.whirlpool.com/Cooking/Wall_Ovens_and_Ranges/Ranges/Error_Codes
Whirlpool,US,oven_range,F3E2,A fault involving the oven temperature sensor or warming drawer sensor was detected.,oven temperature sensor,sensor,degraded,1.0,manufacturer_first,Power-cycle then service,"Switch the breaker off for one minute and restore power; if the code returns, service the oven or warming-drawer sensor wiring.",moderate,https://producthelp.whirlpool.com/Cooking/Wall_Ovens_and_Ranges/Ranges/Error_Codes
Whirlpool,US,oven_range,F8E0,"The cooling fan speed is too low, from an airflow restriction, the fan, or its wiring.",cooling fan,fan,degraded,1.0,manufacturer_first,Clear the cooling airflow,"Check for airflow restrictions around the cooling fan, then power-cycle at the breaker; service the fan or wiring if the code returns.",moderate,https://producthelp.whirlpool.com/Cooking/Wall_Ovens_and_Ranges/Ranges/Error_Codes
Whirlpool,US,oven_range,F9E0,An electrical wiring or power-supply problem was detected.,power supply,power,stop_failure,1.0,manufacturer_first,Have the wiring verified,Have a qualified electrician verify the wiring and supply voltage; avoid pressing keys during the ten-second power-up delay after outages.,professional_only,https://producthelp.whirlpool.com/Cooking/Wall_Ovens_and_Ranges/Product_Info/Oven_Product_Assistance/Error_Codes_for_Cooking_Appliances
Whirlpool,US,oven_range,LOC,The control lock feature is enabled.,control panel,informational,informational,1.0,manufacturer_first,Disable the control lock,Follow the owner's manual procedure to turn off the control lock feature.,easy,https://producthelp.whirlpool.com/Cooking/Wall_Ovens_and_Ranges/Product_Info/Oven_Product_Assistance/Error_Codes_for_Cooking_Appliances
Whirlpool,US,oven_range,PF,A power failure interrupted operation.,control board,power,informational,1.0,manufacturer_first,Clear the power-failure code,Press Cancel and reset the time-of-day clock if needed.,easy,https://producthelp.whirlpool.com/Cooking/Wall_Ovens_and_Ranges/Product_Info/Oven_Product_Assistance/Error_Codes_for_Cooking_Appliances
Whirlpool,US,oven_range,SAB,Sabbath mode is active.,control system,informational,informational,1.0,manufacturer_first,Exit Sabbath mode,Follow the owner's manual procedure for entering and exiting Sabbath mode.,easy,https://producthelp.whirlpool.com/Cooking/Wall_Ovens_and_Ranges/Product_Info/Oven_Product_Assistance/Error_Codes_for_Cooking_Appliances
Whirlpool,US,washer,DET,No detergent cartridge is detected in the dispenser.,detergent dispenser,dispenser,degraded,1.0,manufacturer_first,Reseat the detergent cartridge,Insert the dispenser cartridge correctly and close the drawer fully; ignore the message when using single-dose packs.,easy,https://producthelp.whirlpool.com/Laundry/Washers/Product_Info/Washer_Product_Assistance/Error_Codes_in_Front_Load_Washers
Whirlpool,US,washer,DRN,The washer is not draining properly.,drain pump,drainage,stop_failure,1.0,manufacturer_first,Review the installation,Slow draining is often an installation issue; verify the drain setup and schedule service if it persists.,moderate,https://producthelp.whirlpool.com/Laundry/Washers/Product_Info/Washer_Product_Assistance/Error_Codes_in_Top_Load_HE_Washers
Whirlpool,US,washer,F5E2,The door is not locking properly.,door lock assembly,door_lock,stop_failure,1.0,manufacturer_first,Clear the door and reset,"Remove anything blocking the door so it closes fully, then press Pause/Cancel twice and Power once to clear.",easy,https://producthelp.whirlpool.com/Laundry/Washers/Product_Info/Washer_Product_Assistance/Error_Codes_in_Front_Load_Washers
Whirlpool,US,washer,F5E2,The door is not locking properly.,door lock assembly,door_lock,stop_failure,2.0,cost_ascending,Replace the door latch,"If nothing blocks the door and the lock error returns after clearing, disconnect power and replace the door latch assembly.",advanced,https://producthelp.whirlpool.com/Laundry/Washers/Product_Info/Washer_Product_Assistance/Error_Codes_in_Front_Load_Washers
Whirlpool,US,washer,F7E1,A motor speed-sensing error was detected.,drive motor,motor,stop_failure,1.0,manufacturer_first,Check bolts and load,"Confirm all shipping bolts were removed and the drum is not overloaded, then press Pause/Cancel twice and Power once.",moderate,https://producthelp.whirlpool.com/Laundry/Washers/Product_Info/Washer_Product_Assistance/Error_Codes_in_Front_Load_Washers
Whirlpool,US,washer,F8E1,The washer senses a low flow of water during fill.,water inlet valve,water_supply,stop_failure,1.0,manufacturer_first,Open the water supply,"Turn the household supply on, open both faucets fully, straighten kinked inlet hoses, and remove any anti-flood devices.",easy,https://producthelp.whirlpool.com/Laundry/Washers/Product_Info/Washer_Product_Assistance/Error_Codes_in_Front_Load_Washers
Whirlpool,US,washer,F8E2,A problem was detected with the dispenser system.,detergent dispenser,dispenser,degraded,1.0,manufacturer_first,Clean the dispenser,Check the detergent drawer or cartridge for clogged detergent and clean it out.,easy,https://producthelp.whirlpool.com/Laundry/Washers/Product_Info/Washer_Product_Assistance/Error_Codes_in_Front_Load_Washers
Whirlpool,US,washer,F9E1,Draining is taking longer than expected (over about eight minutes).,drain pump,drainage,stop_failure,1.0,manufacturer_first,Clear the drain path,"Straighten or unclog the drain hose, fit the U-shaped form, keep the standpipe between 39 and 96 inches, and use HE detergent.",moderate,https://producthelp.whirlpool.com/Laundry/Washers/Product_Info/Washer_Product_Assistance/Error_Codes_in_Front_Load_Washers
Whirlpool,US,washer,F9E1,Draining is taking longer than expected (over about eight minutes).,drain pump,drainage,stop_failure,2.0,cost_ascending,Replace the drain pump,"If the drain path is clear and draining still exceeds eight minutes, disconnect power and water, open the access panel, and replace the drain pump.",advanced,https://producthelp.whirlpool.com/Laundry/Washers/Product_Info/Washer_Product_Assistance/Error_Codes_in_Front_Load_Washers
Whirlpool,US,washer,HC,The hot and cold inlet hoses are connected in reverse.,inlet hoses,water_supply,degraded,1.0,manufacturer_first,Swap the hoses,"Turn off the water supply, reverse the hot and cold inlet hoses, and run a cycle to confirm.",easy,https://producthelp.whirlpool.com/Laundry/Washers/Product_Info/Washer_Product_Assistance/Error_Codes_in_Top_Load_HE_Washers
